"Class","V.GENE.heavy","J.GENE.heavy","D.GENE.heavy","VJ.GENE.heavy","VJ.length.heavy","V.length.heavy","CDR1.length.aa.heavy","CDR2.length.aa.heavy","CDR3.length.aa.heavy","N1.length.heavy","N2.length.heavy","P3V.length.heavy","P5D.length.heavy","P3D.length.heavy","P5J.length.heavy","VJ.identity.heavy","p.mutation.heavy","V.Nb.mutations.heavy","V.Nb.Silent.mut.heavy","V.Nb.NoSilent.mut.heavy","V.dN.dS.Ratio.heavy","cdr1.cad.I.heavy","cdr1.cad.II.heavy","cdr1.cad.III.heavy","cdr1.cad.IV.heavy","cdr1.cad.V.heavy","cdr1.mean.cad.I.heavy","cdr1.mean.cad.II.heavy","cdr1.mean.cad.III.heavy","cdr1.mean.cad.IV.heavy","cdr1.mean.cad.V.heavy","cdr1.sd.cad.I.heavy","cdr1.sd.cad.II.heavy","cdr1.sd.cad.III.heavy","cdr1.sd.cad.IV.heavy","cdr1.sd.cad.V.heavy","cdr2.cad.I.heavy","cdr2.cad.II.heavy","cdr2.cad.III.heavy","cdr2.cad.IV.heavy","cdr2.cad.V.heavy","cdr2.mean.cad.I.heavy","cdr2.mean.cad.II.heavy","cdr2.mean.cad.III.heavy","cdr2.mean.cad.IV.heavy","cdr2.mean.cad.V.heavy","cdr2.sd.cad.I.heavy","cdr2.sd.cad.II.heavy","cdr2.sd.cad.III.heavy","cdr2.sd.cad.IV.heavy","cdr2.sd.cad.V.heavy","cdr3.cad.I.heavy","cdr3.cad.II.heavy","cdr3.cad.III.heavy","cdr3.cad.IV.heavy","cdr3.cad.V.heavy","cdr3.mean.cad.I.heavy","cdr3.mean.cad.II.heavy","cdr3.mean.cad.III.heavy","cdr3.mean.cad.IV.heavy","cdr3.mean.cad.V.heavy","cdr3.sd.cad.I.heavy","cdr3.sd.cad.II.heavy","cdr3.sd.cad.III.heavy","cdr3.sd.cad.IV.heavy","cdr3.sd.cad.V.heavy"
"Neutralizing","IGHV3-30","IGHJ6","IGHD3-22","IGHV3-30.IGHJ6",350,288,8,8,26,7,7,1,1,0,0,96.29,3.71,6,2,4,2,"-0.384;-1.006;-1.239;-1.006;-0.228;0.945;0.26;-0.384","1.652;-0.59;-0.547;-0.59;1.399;0.828;0.83;1.652","1.33;1.891;2.131;1.891;-4.76;1.299;3.097;1.33","1.045;-0.397;0.393;-0.397;0.67;-0.169;-0.838;1.045","2.064;0.412;0.816;0.412;-2.647;0.933;1.512;2.064",-0.38025,0.57925,1.026125,0.169,0.69575,0.728010351,1.007192527,2.412576361,0.717628435,1.503150667,"-1.239;1.538;0.26;1.05;-0.384;-0.228;0.945;1.831","-0.547;-0.055;0.83;0.302;1.652;1.399;0.828;-0.561","2.131;1.502;3.097;-3.656;1.33;-4.76;1.299;0.533","0.393;0.44;-0.838;-0.259;1.045;0.67;-0.169;-0.277","0.816;2.897;1.512;-3.242;2.064;-2.647;0.933;1.648",0.471625,0.481,0.1845,0.125625,0.497625,1.051274728,0.838200453,2.825409654,0.613809635,2.227337484,"-1.343;-0.591;1.831;1.05;-0.384;-0.384;0.189;0.26;0.26;0.26;1.05;1.538;-0.228;-0.384;0.26;-0.591;1.538;1.05;1.05;0.26;0.26;-0.384;-0.663;1.05;-1.337;-0.595","0.465;-1.302;-0.561;0.302;1.652;1.652;2.081;0.83;0.83;0.83;0.302;-0.055;1.399;1.652;0.83;-1.302;-0.055;0.302;0.302;0.83;0.83;1.652;-1.524;0.302;-0.279;0.009","-0.862;-0.733;0.533;-3.656;1.33;1.33;-1.628;3.097;3.097;3.097;-3.656;1.502;-4.76;1.33;3.097;-0.733;1.502;-3.656;-3.656;3.097;3.097;1.33;2.219;-3.656;-0.544;0.672","-1.02;1.57;-0.277;-0.259;1.045;1.045;0.421;-0.838;-0.838;-0.838;-0.259;0.44;0.67;1.045;-0.838;1.57;0.44;-0.259;-0.259;-0.838;-0.838;1.045;-1.005;-0.259;1.242;-2.128","-0.255;-0.146;1.648;-3.242;2.064;2.064;-1.392;1.512;1.512;1.512;-3.242;2.897;-2.647;2.064;1.512;-0.146;2.897;-3.242;-3.242;1.512;1.512;2.064;1.212;-3.242;-1.262;-0.184",0.193153846,0.460538462,0.107307692,-0.008461538,0.143846154,0.867004807,0.950936643,2.59807259,0.960340574,2.139351111
"Neutralizing","IGHV1-69","IGHJ4","IGHD3-22","IGHV1-69.IGHJ4",336,288,8,8,22,12,9,0,0,0,0,96.73,3.27,11,4,7,1.75,"-0.384;-0.384;-0.032;-1.006;-0.228;-0.032;0.26;-0.032","1.652;1.652;0.326;-0.59;1.399;0.326;0.83;0.326","1.33;1.33;2.213;1.891;-4.76;2.213;3.097;2.213","1.045;1.045;0.908;-0.397;0.67;0.908;-0.838;0.908","2.064;2.064;1.313;0.412;-2.647;1.313;1.512;1.313",-0.22975,0.740125,1.190875,0.531125,0.918,0.37934596,0.791829426,2.470087647,0.727956521,1.531236848,"-1.239;-1.239;0.189;-1.006;-1.019;-0.384;-1.239;-0.591","-0.547;-0.547;2.081;-0.59;-0.987;1.652;-0.547;-1.302","2.131;2.131;-1.628;1.891;-1.505;1.33;2.131;-0.733","0.393;0.393;0.421;-0.397;1.266;1.045;0.393;1.57","0.816;0.816;-1.392;0.412;-0.912;2.064;0.816;-0.146",-0.816,-0.098375,0.7185,0.6355,0.30925,0.51566462,1.247703254,1.702562103,0.624156116,1.098898637,"-1.343;-0.591;1.538;0.931;-0.384;-1.337;-1.019;0.26;0.26;1.357;-0.228;-0.228;-0.384;-1.019;-0.663;-0.591;0.336;0.26;-1.006;1.05;0.26;-0.595","0.465;-1.302;-0.055;-0.179;1.652;-0.279;-0.987;0.83;0.83;-1.453;1.399;1.399;1.652;-0.987;-1.524;-1.302;-0.417;0.83;-0.59;0.302;0.83;0.009","-0.862;-0.733;1.502;-3.005;1.33;-0.544;-1.505;3.097;3.097;1.477;-4.76;-4.76;1.33;-1.505;2.219;-0.733;-1.673;3.097;1.891;-3.656;3.097;0.672","-1.02;1.57;0.44;-0.503;1.045;1.242;1.266;-0.838;-0.838;0.113;0.67;0.67;1.045;1.266;-1.005;1.57;-1.474;-0.838;-0.397;-0.259;-0.838;-2.128","-0.255;-0.146;2.897;-1.853;2.064;-1.262;-0.912;1.512;1.512;-0.837;-2.647;-2.647;2.064;-0.912;1.212;-0.146;-0.078;1.512;0.412;-3.242;1.512;-0.184",-0.142545455,0.051045455,-0.042136364,0.0345,-0.019272727,0.836188617,1.041652144,2.510998972,1.090610783,1.686777462
"Neutralizing","IGHV1-69","IGHJ3","IGHD3-22","IGHV1-69.IGHJ3",338,288,8,8,22,4,11,0,0,0,1,99.41,0.59,2,0,2,Inf,"-0.384;-0.384;-0.032;-1.006;-0.228;1.538;0.26;-0.591","1.652;1.652;0.326;-0.59;1.399;-0.055;0.83;-1.302","1.33;1.33;2.213;1.891;-4.76;1.502;3.097;-0.733","1.045;1.045;0.908;-0.397;0.67;0.44;-0.838;1.57","2.064;2.064;1.313;0.412;-2.647;2.897;1.512;-0.146",-0.103375,0.489,0.73375,0.555375,0.933625,0.761276172,1.091783992,2.471154719,0.8025171,1.738116299,"-1.239;-1.239;0.189;-1.239;-1.019;-0.384;-1.239;-0.591","-0.547;-0.547;2.081;-0.547;-0.987;1.652;-0.547;-1.302","2.131;2.131;-1.628;2.131;-1.505;1.33;2.131;-0.733","0.393;0.393;0.421;0.393;1.266;1.045;0.393;1.57","0.816;0.816;-1.392;0.816;-0.912;2.064;0.816;-0.146",-0.845125,-0.093,0.7485,0.73425,0.35975,0.534176653,1.245373266,1.728096558,0.484286441,1.113481253,"-1.343;-0.591;1.538;-1.337;-1.019;-1.006;0.26;0.26;1.05;-0.032;-0.228;-0.384;0.189;1.538;-0.228;1.05;1.05;-0.591;-1.006;1.05;-1.239;-0.595","0.465;-1.302;-0.055;-0.279;-0.987;-0.59;0.83;0.83;0.302;0.326;1.399;1.652;2.081;-0.055;1.399;0.302;0.302;-1.302;-0.59;0.302;-0.547;0.009","-0.862;-0.733;1.502;-0.544;-1.505;1.891;3.097;3.097;-3.656;2.213;-4.76;1.33;-1.628;1.502;-4.76;-3.656;-3.656;-0.733;1.891;-3.656;2.131;0.672","-1.02;1.57;0.44;1.242;1.266;-0.397;-0.838;-0.838;-0.259;0.908;0.67;1.045;0.421;0.44;0.67;-0.259;-0.259;1.57;-0.397;-0.259;0.393;-2.128","-0.255;-0.146;2.897;-1.262;-0.912;0.412;1.512;1.512;-3.242;1.313;-2.647;2.064;-1.392;2.897;-2.647;-3.242;-3.242;-0.146;0.412;-3.242;0.816;-0.184",-0.073363636,0.204181818,-0.491954545,0.180954545,-0.396545455,0.943327623,0.914589611,2.609421474,0.93718761,2.017146635
"Neutralizing","IGHV3-23","IGHJ6","IGHD5-12","IGHV3-23.IGHJ6",350,288,8,8,22,6,4,0,0,0,0,97.71,2.29,4,0,4,Inf,"-0.384;-1.006;-0.032;-1.006;-0.228;-0.228;0.26;-0.591","1.652;-0.59;0.326;-0.59;1.399;1.399;0.83;-1.302","1.33;1.891;2.213;1.891;-4.76;-4.76;3.097;-0.733","1.045;-0.397;0.908;-0.397;0.67;0.67;-0.838;1.57","2.064;0.412;1.313;0.412;-2.647;-2.647;1.512;-0.146",-0.401875,0.3905,0.021125,0.403875,0.034125,0.447432816,1.109064213,3.145481087,0.844455097,1.798210018,"-1.239;-0.228;-0.384;1.538;-0.384;-0.384;-0.228;-0.032","-0.547;1.399;1.652;-0.055;1.652;1.652;1.399;0.326","2.131;-4.76;1.33;1.502;1.33;1.33;-4.76;2.213","0.393;0.67;1.045;0.44;1.045;1.045;0.67;0.908","0.816;-2.647;2.064;2.897;2.064;2.064;-2.647;1.313",-0.167625,0.93475,0.0395,0.777,0.7405,0.776727556,0.888028595,2.983381399,0.271649985,2.177456511,"-1.343;-0.591;1.831;-0.384;0.931;-0.384;-0.591;0.26;-0.228;-0.591;0.26;1.05;0.189;1.05;0.26;0.26;0.26;-0.384;-0.663;1.05;-1.337;-0.595","0.465;-1.302;-0.561;1.652;-0.179;1.652;-1.302;0.83;1.399;-1.302;0.83;0.302;2.081;0.302;0.83;0.83;0.83;1.652;-1.524;0.302;-0.279;0.009","-0.862;-0.733;0.533;1.33;-3.005;1.33;-0.733;3.097;-4.76;-0.733;3.097;-3.656;-1.628;-3.656;3.097;3.097;3.097;1.33;2.219;-3.656;-0.544;0.672","-1.02;1.57;-0.277;1.045;-0.503;1.045;1.57;-0.838;0.67;1.57;-0.838;-0.259;0.421;-0.259;-0.838;-0.838;-0.838;1.045;-1.005;-0.259;1.242;-2.128","-0.255;-0.146;1.648;2.064;-1.853;2.064;-0.146;1.512;-2.647;-0.146;1.512;-3.242;-1.392;-3.242;1.512;1.512;1.512;2.064;1.212;-3.242;-1.262;-0.184",0.014090909,0.341681818,-0.0485,0.012636364,-0.052045455,0.811324074,1.061756424,2.544457033,1.056881691,1.877197899
"Neutralizing","IGHV3-23","IGHJ6","IGHD2-2","IGHV3-23.IGHJ6",350,288,8,8,22,4,7,0,0,0,0,96.86,3.14,5,1,4,4,"-0.384;-1.006;-0.032;-1.006;-0.228;-0.228;0.26;-0.591","1.652;-0.59;0.326;-0.59;1.399;1.399;0.83;-1.302","1.33;1.891;2.213;1.891;-4.76;-4.76;3.097;-0.733","1.045;-0.397;0.908;-0.397;0.67;0.67;-0.838;1.57","2.064;0.412;1.313;0.412;-2.647;-2.647;1.512;-0.146",-0.401875,0.3905,0.021125,0.403875,0.034125,0.447432816,1.109064213,3.145481087,0.844455097,1.798210018,"-1.239;-0.228;-0.384;-0.228;-0.384;-0.384;-0.228;-0.032","-0.547;1.399;1.652;1.399;1.652;1.652;1.399;0.326","2.131;-4.76;1.33;-4.76;1.33;1.33;-4.76;2.213","0.393;0.67;1.045;0.67;1.045;1.045;0.67;0.908","0.816;-2.647;2.064;-2.647;2.064;2.064;-2.647;1.313",-0.388375,1.1165,-0.74325,0.80575,0.0475,0.364061195,0.80105484,3.344476587,0.241372119,2.273194417,"-1.343;-0.591;-0.384;1.538;0.26;-1.343;-0.228;-0.228;0.945;-0.032;0.26;-0.228;-0.384;-1.343;0.26;0.26;0.26;-0.384;-0.663;1.05;-1.337;-0.595","0.465;-1.302;1.652;-0.055;0.83;0.465;1.399;1.399;0.828;0.326;0.83;1.399;1.652;0.465;0.83;0.83;0.83;1.652;-1.524;0.302;-0.279;0.009","-0.862;-0.733;1.33;1.502;3.097;-0.862;-4.76;-4.76;1.299;2.213;3.097;-4.76;1.33;-0.862;3.097;3.097;3.097;1.33;2.219;-3.656;-0.544;0.672","-1.02;1.57;1.045;0.44;-0.838;-1.02;0.67;0.67;-0.169;0.908;-0.838;0.67;1.045;-1.02;-0.838;-0.838;-0.838;1.045;-1.005;-0.259;1.242;-2.128","-0.255;-0.146;2.064;2.897;1.512;-0.255;-2.647;-2.647;0.933;1.313;1.512;-2.647;2.064;-0.255;1.512;1.512;1.512;2.064;1.212;-3.242;-1.262;-0.184",-0.193181818,0.591045455,0.253681818,-0.068454545,0.2985,0.781289571,0.857696721,2.676758512,1.019142531,1.800529704
"Neutralizing","IGHV1-69","IGHJ1","IGHD3-22","IGHV1-69.IGHJ1",340,288,8,8,23,7,11,0,0,0,0,96.18,3.82,11,2,9,4.5,"-0.384;-0.384;-0.228;-1.006;1.538;0.945;0.26;-0.591","1.652;1.652;1.399;-0.59;-0.055;0.828;0.83;-1.302","1.33;1.33;-4.76;1.891;1.502;1.299;3.097;-0.733","1.045;1.045;0.67;-0.397;0.44;-0.169;-0.838;1.57","2.064;2.064;-2.647;0.412;2.897;0.933;1.512;-0.146",0.01875,0.55175,0.6195,0.42075,0.886125,0.847809741,1.095497115,2.413448688,0.824934586,1.731447077,"-0.032;-1.239;0.189;-1.239;-1.019;-0.384;-1.239;-0.384","0.326;-0.547;2.081;-0.547;-0.987;1.652;-0.547;1.652","2.213;2.131;-1.628;2.131;-1.505;1.33;2.131;1.33","0.908;0.393;0.421;0.393;1.266;1.045;0.393;1.045","1.313;0.816;-1.392;0.816;-0.912;2.064;0.816;2.064",-0.668375,0.385375,1.016625,0.733,0.698125,0.585732737,1.229327916,1.634706172,0.369081098,1.259938143,"-1.343;-0.591;1.538;1.357;-0.032;-0.595;0.26;0.26;1.05;1.538;-0.228;-0.384;0.26;0.189;1.538;-0.228;1.05;1.357;0.26;-1.006;0.931;0.26;-0.595","0.465;-1.302;-0.055;-1.453;0.326;0.009;0.83;0.83;0.302;-0.055;1.399;1.652;0.83;2.081;-0.055;1.399;0.302;-1.453;0.83;-0.59;-0.179;0.83;0.009","-0.862;-0.733;1.502;1.477;2.213;0.672;3.097;3.097;-3.656;1.502;-4.76;1.33;3.097;-1.628;1.502;-4.76;-3.656;1.477;3.097;1.891;-3.005;3.097;0.672","-1.02;1.57;0.44;0.113;0.908;-2.128;-0.838;-0.838;-0.259;0.44;0.67;1.045;-0.838;0.421;0.44;0.67;-0.259;0.113;-0.838;-0.397;-0.503;-0.838;-2.128","-0.255;-0.146;2.897;-0.837;1.313;-0.184;1.512;1.512;-3.242;2.897;-2.647;2.064;1.512;-1.392;2.897;-2.647;-3.242;-0.837;1.512;0.412;-1.853;1.512;-0.184",0.297652174,0.30226087,0.289695652,-0.17626087,0.111913043,0.861089406,0.9324737,2.639833026,0.94150205,1.959070998
"Neutralizing","IGHV1-18","IGHJ4","IGHD3-22","IGHV1-18.IGHJ4",336,288,8,8,23,12,9,4,0,0,0,97.62,2.38,5,3,2,0.666666667,"-0.384;0.26;-0.032;-1.006;-0.228;-0.228;0.945;-0.384","1.652;0.83;0.326;-0.59;1.399;1.399;0.828;1.652","1.33;3.097;2.213;1.891;-4.76;-4.76;1.299;1.33","1.045;-0.838;0.908;-0.397;0.67;0.67;-0.169;1.045","2.064;1.512;1.313;0.412;-2.647;-2.647;0.933;2.064",-0.132125,0.937,0.205,0.36675,0.3755,0.564789325,0.772539227,3.1229304,0.72886247,1.94406621,"-1.239;-0.228;-0.591;0.26;0.945;-0.384;0.945;-0.032","-0.547;1.399;-1.302;0.83;0.828;1.652;0.828;0.326","2.131;-4.76;-0.733;3.097;1.299;1.33;1.299;2.213","0.393;0.67;1.57;-0.838;-0.169;1.045;-0.169;0.908","0.816;-2.647;-0.146;1.512;0.933;2.064;0.933;1.313",-0.0405,0.50175,0.7345,0.42625,0.59725,0.74884616,0.988002133,2.47999447,0.782905897,1.456576588,"-1.343;-0.591;1.538;1.05;-1.019;-0.384;-0.228;-0.228;-0.384;0.26;0.26;1.05;-0.228;-0.228;1.05;-0.228;0.26;-1.337;1.05;-1.006;1.05;0.26;-0.595","0.465;-1.302;-0.055;0.302;-0.987;1.652;1.399;1.399;1.652;0.83;0.83;0.302;1.399;1.399;0.302;1.399;0.83;-0.279;0.302;-0.59;0.302;0.83;0.009","-0.862;-0.733;1.502;-3.656;-1.505;1.33;-4.76;-4.76;1.33;3.097;3.097;-3.656;-4.76;-4.76;-3.656;-4.76;3.097;-0.544;-3.656;1.891;-3.656;3.097;0.672","-1.02;1.57;0.44;-0.259;1.266;1.045;0.67;0.67;1.045;-0.838;-0.838;-0.259;0.67;0.67;-0.259;0.67;-0.838;1.242;-0.259;-0.397;-0.259;-0.838;-2.128","-0.255;-0.146;2.897;-3.242;-0.912;2.064;-2.647;-2.647;2.064;1.512;1.512;-3.242;-2.647;-2.647;-3.242;-2.647;1.512;-1.262;-3.242;0.412;-3.242;1.512;-0.184",0.00126087,0.538695652,-1.157,0.076782609,-0.813869565,0.827044586,0.828361989,3.02533959,0.928526347,2.143942276
"Neutralizing","IGHV3-53","IGHJ3","IGHD6-25","IGHV3-53.IGHJ3",335,285,8,7,13,0,1,2,0,0,1,98.51,1.49,5,1,4,4,"-0.384;-1.239;-1.239;-1.337;-0.228;-0.228;0.945;0.26","1.652;-0.547;-0.547;-0.279;1.399;1.399;0.828;0.83","1.33;2.131;2.131;-0.544;-4.76;-4.76;1.299;3.097","1.045;0.393;0.393;1.242;0.67;0.67;-0.169;-0.838","2.064;0.816;0.816;-1.262;-2.647;-2.647;0.933;1.512",-0.43125,0.591875,-0.0095,0.42575,-0.051875,0.809060081,0.91742815,3.110820884,0.667830977,1.864433076,"-1.239;0.26;-0.228;-0.384;-0.384;-0.228;-0.032","-0.547;0.83;1.399;1.652;1.652;1.399;0.326","2.131;3.097;-4.76;1.33;1.33;-4.76;2.213","0.393;-0.838;0.67;1.045;1.045;0.67;0.908","0.816;1.512;-2.647;2.064;2.064;-2.647;1.313",-0.319285714,0.958714286,0.083,0.556142857,0.353571429,0.463505021,0.819864158,3.362407768,0.658020118,2.095005557,"-1.343;-0.591;1.538;1.05;1.538;-0.384;0.945;1.05;-0.591;-1.006;1.05;-1.239;-0.595","0.465;-1.302;-0.055;0.302;-0.055;1.652;0.828;0.302;-1.302;-0.59;0.302;-0.547;0.009","-0.862;-0.733;1.502;-3.656;1.502;1.33;1.299;-3.656;-0.733;1.891;-3.656;2.131;0.672","-1.02;1.57;0.44;-0.259;0.44;1.045;-0.169;-0.259;1.57;-0.397;-0.259;0.393;-2.128","-0.255;-0.146;2.897;-3.242;2.897;2.064;0.933;-3.242;-0.146;0.412;-3.242;0.816;-0.184",0.109384615,0.000692308,-0.228384615,0.074384615,-0.033692308,1.092654149,0.813857418,2.194225206,1.01848503,2.129355356
"Neutralizing","IGHV3-66","IGHJ4","IGHD4-17","IGHV3-66.IGHJ4",333,285,8,7,12,0,4,0,0,0,0,97,3,7,3,4,1.333333333,"1.357;-1.006;-0.032;-1.337;-0.228;-0.228;0.945;0.26","-1.453;-0.59;0.326;-0.279;1.399;1.399;0.828;0.83","1.477;1.891;2.213;-0.544;-4.76;-4.76;1.299;3.097","0.113;-0.397;0.908;1.242;0.67;0.67;-0.169;-0.838","-0.837;0.412;1.313;-1.262;-2.647;-2.647;0.933;1.512",-0.033625,0.3075,-0.010875,0.274875,-0.402875,0.902189866,1.012483651,3.106301864,0.713298262,1.6927708,"-1.239;0.26;-0.228;-0.384;-0.384;-0.228;-0.032","-0.547;0.83;1.399;1.652;1.652;1.399;0.326","2.131;3.097;-4.76;1.33;1.33;-4.76;2.213","0.393;-0.838;0.67;1.045;1.045;0.67;0.908","0.816;1.512;-2.647;2.064;2.064;-2.647;1.313",-0.319285714,0.958714286,0.083,0.556142857,0.353571429,0.463505021,0.819864158,3.362407768,0.658020118,2.095005557,"-1.343;-0.591;1.538;1.357;-1.019;1.538;-0.384;0.26;-1.006;1.05;0.26;-0.595","0.465;-1.302;-0.055;-1.453;-0.987;-0.055;1.652;0.83;-0.59;0.302;0.83;0.009","-0.862;-0.733;1.502;1.477;-1.505;1.502;1.33;3.097;1.891;-3.656;3.097;0.672","-1.02;1.57;0.44;0.113;1.266;0.44;1.045;-0.838;-0.397;-0.259;-0.838;-2.128","-0.255;-0.146;2.897;-0.837;-0.912;2.897;2.064;1.512;0.412;-3.242;1.512;-0.184",0.08875,-0.0295,0.651,-0.0505,0.4765,1.062600851,0.931211479,1.988576512,1.075639725,1.789509659
"Neutralizing","IGHV3-23","IGHJ4","IGHD2-8","IGHV3-23.IGHJ4",336,288,8,8,16,1,9,0,0,0,0,98.51,1.49,4,1,3,3,"-0.384;-1.006;-0.032;-1.006;-0.228;-0.228;0.26;-0.591","1.652;-0.59;0.326;-0.59;1.399;1.399;0.83;-1.302","1.33;1.891;2.213;1.891;-4.76;-4.76;3.097;-0.733","1.045;-0.397;0.908;-0.397;0.67;0.67;-0.838;1.57","2.064;0.412;1.313;0.412;-2.647;-2.647;1.512;-0.146",-0.401875,0.3905,0.021125,0.403875,0.034125,0.447432816,1.109064213,3.145481087,0.844455097,1.798210018,"-1.239;-0.228;-0.384;-0.384;-0.384;-0.384;-0.228;-0.032","-0.547;1.399;1.652;1.652;1.652;1.652;1.399;0.326","2.131;-4.76;1.33;1.33;1.33;1.33;-4.76;2.213","0.393;0.67;1.045;1.045;1.045;1.045;0.67;0.908","0.816;-2.647;2.064;2.064;2.064;2.064;-2.647;1.313",-0.407875,1.148125,0.018,0.852625,0.636375,0.35837747,0.818602893,2.971933906,0.247576215,2.077211107,"-1.343;-1.337;-0.663;1.05;-0.032;-1.337;-1.019;-1.239;-0.032;1.05;1.538;0.26;-1.006;1.05;0.26;-0.595","0.465;-0.279;-1.524;0.302;0.326;-0.279;-0.987;-0.547;0.326;0.302;-0.055;0.83;-0.59;0.302;0.83;0.009","-0.862;-0.544;2.219;-3.656;2.213;-0.544;-1.505;2.131;2.213;-3.656;1.502;3.097;1.891;-3.656;3.097;0.672","-1.02;1.242;-1.005;-0.259;0.908;1.242;1.266;0.393;0.908;-0.259;0.44;-0.838;-0.397;-0.259;-0.838;-2.128","-0.255;-1.262;1.212;-3.242;1.313;-1.262;-0.912;0.816;1.313;-3.242;2.897;1.512;0.412;-3.242;1.512;-0.184",-0.2121875,-0.0355625,0.28825,-0.03775,-0.163375,0.994910865,0.640978208,2.409642947,1.00014029,1.896275679
"Neutralizing","IGHV3-33","IGHJ4","IGHD6-13","IGHV3-33.IGHJ4",336,288,8,8,16,5,4,2,0,0,0,98.21,1.79,4,0,4,Inf,"-0.384;-1.006;-0.032;-1.019;-0.228;-0.228;0.336;-0.384","1.652;-0.59;0.326;-0.987;1.399;1.399;-0.417;1.652","1.33;1.891;2.213;-1.505;-4.76;-4.76;-1.673;1.33","1.045;-0.397;0.908;1.266;0.67;0.67;-1.474;1.045","2.064;0.412;1.313;-0.912;-2.647;-2.647;-0.078;2.064",-0.368125,0.55425,-0.74175,0.466625,-0.053875,0.459668961,1.103080071,2.878210245,0.933307779,1.898936954,"-1.239;-0.595;0.26;1.05;-0.384;-0.228;0.945;1.831","-0.547;0.009;0.83;0.302;1.652;1.399;0.828;-0.561","2.131;0.672;3.097;-3.656;1.33;-4.76;1.299;0.533","0.393;-2.128;-0.838;-0.259;1.045;0.67;-0.169;-0.277","0.816;-0.184;1.512;-3.242;2.064;-2.647;0.933;1.648",0.205,0.489,0.08075,-0.195375,0.1125,1.011933933,0.832640893,2.785070286,0.985103466,2.008847146,"-1.343;-0.591;1.538;1.05;1.538;-0.663;-0.228;-0.228;-0.228;-0.595;-0.591;0.945;-1.006;1.05;0.26;-0.595","0.465;-1.302;-0.055;0.302;-0.055;-1.524;1.399;1.399;1.399;0.009;-1.302;0.828;-0.59;0.302;0.83;0.009","-0.862;-0.733;1.502;-3.656;1.502;2.219;-4.76;-4.76;-4.76;0.672;-0.733;1.299;1.891;-3.656;3.097;0.672","-1.02;1.57;0.44;-0.259;0.44;-1.005;0.67;0.67;0.67;-2.128;1.57;-0.169;-0.397;-0.259;-0.838;-2.128","-0.255;-0.146;2.897;-3.242;2.897;1.212;-2.647;-2.647;-2.647;-0.184;-0.146;0.933;0.412;-3.242;1.512;-0.184",0.0195625,0.132125,-0.691625,-0.1358125,-0.3423125,0.92044221,0.946315795,2.757576227,1.110505844,2.031781114
"Neutralizing","IGHV3-30",NA,NA,"IGHV3-30.NA",NA,274,8,8,0,0,0,0,0,0,0,NA,NA,6,0,6,Inf,"-0.384;-1.006;-0.032;-1.006;-0.228;-0.228;0.26;-0.591","1.652;-0.59;0.326;-0.59;1.399;1.399;0.83;-1.302","1.33;1.891;2.213;1.891;-4.76;-4.76;3.097;-0.733","1.045;-0.397;0.908;-0.397;0.67;0.67;-0.838;1.57","2.064;0.412;1.313;0.412;-2.647;-2.647;1.512;-0.146",-0.401875,0.3905,0.021125,0.403875,0.034125,0.447432816,1.109064213,3.145481087,0.844455097,1.798210018,"-1.239;-0.228;0.26;1.05;-0.384;-0.228;-1.006;1.831","-0.547;1.399;0.83;0.302;1.652;1.399;-0.59;-0.561","2.131;-4.76;3.097;-3.656;1.33;-4.76;1.891;0.533","0.393;0.67;-0.838;-0.259;1.045;0.67;-0.397;-0.277","0.816;-2.647;1.512;-3.242;2.064;-2.647;0.412;1.648",0.007,0.4855,-0.52425,0.125875,-0.2605,1.022661095,0.963620998,3.300308892,0.656960629,2.206440055,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neutralizing","IGHV3-66","IGHJ6",NA,"IGHV3-66.IGHJ6",337,285,8,7,11,0,0,0,0,0,0,95.25,4.75,14,8,6,0.75,"-0.384;-1.337;-1.239;-1.337;-0.228;-0.228;0.945;0.26","1.652;-0.279;-0.547;-0.279;1.399;1.399;0.828;0.83","1.33;-0.544;2.131;-0.544;-4.76;-4.76;1.299;3.097","1.045;1.242;0.393;1.242;0.67;0.67;-0.169;-0.838","2.064;-1.262;0.816;-1.262;-2.647;-2.647;0.933;1.512",-0.4435,0.625375,-0.343875,0.531875,-0.311625,0.82364781,0.873754614,2.989265148,0.726742131,1.87098942,"-1.239;0.26;-0.228;-0.384;-0.384;-0.228;-0.032","-0.547;0.83;1.399;1.652;1.652;1.399;0.326","2.131;3.097;-4.76;1.33;1.33;-4.76;2.213","0.393;-0.838;0.67;1.045;1.045;0.67;0.908","0.816;1.512;-2.647;2.064;2.064;-2.647;1.313",-0.319285714,0.958714286,0.083,0.556142857,0.353571429,0.463505021,0.819864158,3.362407768,0.658020118,2.095005557,"-1.343;-0.591;1.538;1.357;-0.228;0.26;-0.384;-0.663;1.05;-1.337;-0.595","0.465;-1.302;-0.055;-1.453;1.399;0.83;1.652;-1.524;0.302;-0.279;0.009","-0.862;-0.733;1.502;1.477;-4.76;3.097;1.33;2.219;-3.656;-0.544;0.672","-1.02;1.57;0.44;0.113;0.67;-0.838;1.045;-1.005;-0.259;1.242;-2.128","-0.255;-0.146;2.897;-0.837;-2.647;1.512;2.064;1.212;-3.242;-1.262;-0.184",-0.085090909,0.004,-0.023454545,-0.015454545,-0.080727273,1.011478171,1.090522535,2.424201739,1.144563879,1.904381532
